node_uuid,Label,Creator,Creator_Role,Date_Created,physical_location,File_format,Type,Extent,Physical_description,rights_statements,date_digital,local_identifier
a1251a15-d693-4ae4-ab98-dc2293ef4b83,Page 29,"Jackson, Sheldon, 1834-1909",Compiler,,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
b697bff0-bd05-4585-98da-eab674fd8d27,"Page 30-  Sitka, Alaska","Jackson, Sheldon, 1834-1909",Compiler,1887-08-27,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
f4270a3b-67a3-4bbf-a6ca-45211515690d,"Page 31- Sitka, Alaska","Jackson, Sheldon, 1834-1909",Compiler,1887-09-27,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
9fb22fc5-5939-4fb0-a381-1284919d46ce,"Page 32- Sitka, Alaska","Jackson, Sheldon, 1834-1909",Compiler,1887-09-10,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
66407775-9608-4a91-aaf9-3a4f001d16d2,"Page 33- Sitka, Alaska","Jackson, Sheldon, 1834-1909",Compiler,1887-09-30,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
e5cc5c20-8ed6-48cd-8ce6-76606898ef32,"Page 34- Sitka, Alaska","Jackson, Sheldon, 1834-1909",Compiler,1887-10-18,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
fcae598d-7351-4f1a-b288-c0f573f3fffa,Page 35,"Jackson, Sheldon, 1834-1909",Compiler,,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
2e2d8b33-c5a3-48f3-94cd-7e2b8758c690,"Page 36- Sitka, Alaska","Jackson, Sheldon, 1834-1909",Compiler,1887-11-07,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
3e54893c-e51f-46c3-a76e-7f9cb3fa6cc2,Page 37,"Jackson, Sheldon, 1834-1909",Compiler,,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
4afd34fb-4f12-4bc5-b712-ee41f1d9776e,"Page 38- Sitka, Alaska","Jackson, Sheldon, 1834-1909",Compiler,1887-11-17,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
b4cb3af3-9d8f-4a90-a6f5-577603a7b82b,Page 39- The Alaskan,"Jackson, Sheldon, 1834-1909",Compiler,1887-07-1887,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
5cccd2e0-a793-4344-8229-0c90b6233084,Page 40,"Jackson, Sheldon, 1834-1909",Compiler,,Box 4 Folder 1,Page,Ephemera,1 page,4.125 x 6.75 in.,No Copyright - United States,12/10/2019,ZWU_SCA0067_B04_F01
f9f4e48a-babf-4460-bae5-b6ebf37ec619,"Part II, Alaska Trip, 1886, Sheldon Jackson","Jackson, Sheldon, 1834-1909",,,Box 2 Folder 2,Diaries,Diaries,68 pages,5.5 x 7.75 in.,No Copyright - United States,12/5/2019,ZWU_SCA0067_B02_F02_002
852b195b-7916-4b2f-95ba-65ded24fb2d1,"Part I, Memoranda of the Trip of the Steam Schooner Leo, Sheldon Jackson","Jackson, Sheldon, 1834-1909",,,Box 2 Folder 1,Diaries,Diaries,60 pages,5.25 x 7.75 in.,No Copyright - United States,12/20/2019,ZWU_SCA0067_B02_F01_001
b0f0ff22-917e-4568-89b9-b16cccda87b6,"Notes Taken in Denver, Colorado","Jackson, Sheldon, 1834-1909",,,Box 3 Folder 6,Diaries,Diaries,45 pages,5 x 7.5 in.,No Copyright - United States,12/6/2019,ZWU_SCA0067_B03_F06
ac08a2c6-43a3-489b-b479-c625f98dabf0,"Vol. 4 Memoranda, Sheldon Jackson, 1890","Jackson, Sheldon, 1834-1909",,,Box 3 Folder 4,Diaries,Diaries,80 pages,5.75 x 8.5 in.,No Copyright - United States,12/6/2019,ZWU_SCA0067_B03_F04
7a52f34f-efdf-443f-8917-63ac70764ac5,"Vol. 3 Memoranda Arctic Alaska, 1890, Sheldon Jackson","Jackson, Sheldon, 1834-1909",,,Box 3 Folder3,Diaries,Diaries,125 pages,5.5 x 8.5 in.,No Copyright - United States,12/6/2019,ZWU_SCA0067_B03_F03
1d846d8c-2cdd-4a8b-95b0-b83c4fb03741,"Vol. 2 Memoranda Arctic Alaska, 1890, Sheldon Jackson","Jackson, Sheldon, 1834-1909",,,Box 3 Folder 2,Diaries,Diaries,125 pages,5.75 x 8.5 in.,No Copyright - United States,12/6/2019,ZWU_SCA0067_B03_F02
7ee7cffc-30f8-44f0-b053-8c8e5f38804f,"Vol. I Memoranda Arctic Alaska, 1890, Sheldon Jackson","Jackson, Sheldon, 1834-1909",,,Box 3 Folder 1,Diaries,Diaries,125 pages,5.75 x 8.5 in.,No Copyright - United States,,ZWU_SCA0067_B03_F01
d7a6de52-3648-4e50-b8fa-a559a37a48df,Various Newspaper Clippings,,,,Box 3 Folder 5,Newspapers,Newspapers,103 pages,,No Copyright - United States,12/10/2019,ZWU_SCA0067_B03_F05
e518718c-5916-43e9-8a81-62de2999e3a6,Letter from Sheldon Jackson to his Parents and Sister,"Jackson, Sheldon, 1834-1909",Sender,,Box 1 Folder 33,Correspondence,Correspondence,4 pages,6.725 x 8.5 inches,No Copyright - United States,12/3/2019,ZWU_SCA0067_18551009
22cc2f4f-c962-45a2-9111-00d91a5c9341,Letter from Sheldon Jackson to his Parents,"Jackson, Sheldon, 1834-1909",Sender,,Box 1 Folder 73,Text,Correspondence,1 page,5 x 8 in.,No Copyright - United States,12/19/2019,ZWU_SCA0067_18701031
60e67c4e-3b50-44d5-a6a0-787e7aa13e35,"Letter from Mary Voorees Jackson to Delia Jackson, January 6, 1872","Jackson, Mary (Voorhees)",Sender,"January 6, 1872",Box 1 Folder 78,Text,Correspondence,2 pages,4.124 x 6.375 in.,No Copyright - United States,12/3/2019,ZWU_SCA0067_18720106
e1aed93d-6935-4252-964a-23b359bc2bae,"Letter from Mary Voorhees Jackson to Delia Jackson July 5, 1872","Jackson, Mary (Voorhees)",Sender,1872,Box 1 Folder 79,Text,Correspondence,2 pages,8 x 9 in.,No Copyright - United States,12/3/2019,ZWU_SCA0067_18720705
87534e85-b05e-49c7-b51e-2a196b5b44cb,"Letter from Mary Voorhees Jackson to Delia Jackson, October 18, 1872",,Sender,"October 18, 1872",Box 1 Folder 80,Text,Correspondence,3 pages,5.125 x 16 in.,No Copyright - United States,12/4/2019,ZWU_SCA0067_18721018
f6854043-40ce-4db3-8e2e-94c0544a63dc,"Letter from Clarissa Mead to Delia Jackson, 1873","Mead, Clarissa",Sender,1873,Box 1 Folder 81,Text,Correspondence,6 pages,5 x 8.125 in.,No Copyright - United States,12/4/2019,ZWU_SCA0067_18730000
a960a734-5797-4513-a653-c736bd848560,"Letter from Mary Voorhees Jackson to Delia Jackson, June 20, 1874","Jackson, Mary (Voorhees)",Sender,"June 20, 1874",Box 1 Folder 82,Text,Correspondence,2 pages,5.125 x 8.125 in.,No Copyright - United States,12/4/2019,ZWU_SCA0067_18740620
51cdd7a7-cbc0-481a-87fb-969ad6b6eccb,"Letter from Mary Voorhees Jackson to Delia Jackson September 30, 1875","Jackson, Mary (Voorhees)",Sender,1875,Box 1 Folder 83,Text,Correspondence,4 pages,5.125 x 8.125 in. ; 4.125 x 6 in.,No Copyright - United States,12/4/2019,ZWU_SCA0067_18750930
ba6176fa-e1a8-4741-97d4-3f38c6f9ed28,"Letter from Mary Voorhees Jackson to Delia Jackson, October 2, 1875","Jackson, Mary (Voorhees)",Sender,"October 2, 1875",Box 1 Folder 84,Text,Correspondence,2 pages,5.125 x 8.125 in.,No Copyright - United States,12/4/2019,ZWU_SCA0067_18751002
66fa0440-43a7-4350-b4cb-a3a82cf3c5f6,"Letter from Mary Voorhees Jackson to Delia Jackson, October 7, 1875","Jackson, Mary (Voorhees)",Sender,"October 7, 1875",Box 1 Folder 85,Text,Correspondence,1 page,5.125 x 8.125 in.,No Copyright - United States,12/4/2019,ZWU_SCA0067_18751007
4a4c90ae-4b6a-4924-90a0-91356c7383b3,"Letter from Mary Voorhees Jackson and Delia Jackson, October 16, 1875","Jackson, Mary (Voorhees)",Sender,"October 16, 1875",Box 1 Folder 86,Text,Correspondence,4 pages,5.125 x 8.125 in.,No Copyright - United States,12/4/2019,ZWU_SCA0067_18751016
81959d20-45d0-4d17-96dd-2c2e124fceb8,"Letter from Sheldon Jackson to his Children, March 27, 1876","Jackson, Sheldon, 1834-1909 (uri: http://id.loc.gov/authorities/names/n89631173)",Sender,"March 27, 1876",Box 1 Folder 87,Text,Correspondence,2 pages,8 x 12.375 in.,No Copyright - United States,12/4/2019,ZWU_SCA0067_18760327
357e1962-6344-470f-97ba-f275a4bfa8b0,"Letter from Sheldon Jackson to his Parents, January 5, 1877","Jackson, Sheldon, 1834-1909 (uri: http://id.loc.gov/authorities/names/n89631173)",Sender,"January 5, 1877",Box 1 Folder88,Text,Correspondence,1 page,5 x 8.125 in.,No Copyright - United States,12/4/2019,ZWU_SCA0067_18770105
