Arches URL,label,local_identifier,creator,creator_role,creator_lod,contributor,contributor_role,date_created,extent,physical_location,publisher,record_owner,language,description,note,rights_statements,rights,date_digital,related_item,original_filename,subject_loc,subjects_local,subject_lcnaf_personal_names,subjects_local_personal_names,subject_lcnaf_corporate_names,subject_lcnaf_geographic_names,term_aat_getty,type
https://arches.union.edu/do/fba39bc8-20c3-4bee-8ec4-003ab1bee0f1,Union College Plan of First Story,fba39bc8-20c3-4bee-8ec4-003ab1bee0f1,"Ramee, Joseph Jacques, 1764-1842",Architect,,,,1813,Architectural drawings,"42.8172,-73.9300",,,eng,"Plan of first floor of Central Building; on Pearson's List of Plans as: ""Plan of First Story of Rectangular Chapel""; rooms indicated on drawing: recitation room, social room, library small (2), vestibule, library large, kitchen, cook room, store, bed room (2), pantry (2), parlor; Pearson no. 33",Central Building,No Copyright - United States,,,,,"Campus planning; Union College (Schenectady, N.Y.); Universities and colleges--New York--Schenectady",,,,,Schenectady - Schenectady County - New York,Architectural drawings (visual works),Photograph
https://arches.union.edu/do/b43906d7-b4a4-473f-b1a0-64d56f67199e,Union College Plan of Second Story,b43906d7-b4a4-473f-b1a0-64d56f67199e,"Ramee, Joseph Jacques, 1764-1842",Architect,,,,1813,Architectural drawings,"42.8172,-73.9300",,,eng,"Plan of second story of Central Building; on Pearson's List of Plans as: ""Plan of Second Story of Rectangular Chapel""; rooms indicated on drawing: chapel, gallery (2), lecture, apparatus; Pearson no. 34",Central Building,No Copyright - United States,,,,,"Campus planning; Union College (Schenectady, N.Y.); Universities and colleges--New York--Schenectady",,,,,Schenectady - Schenectady County - New York,Architectural drawings (visual works),Photograph
https://arches.union.edu/do/7b86f8ad-98d0-49c4-9a35-1d45d08af9e1,Grand Plan of the President's House,7b86f8ad-98d0-49c4-9a35-1d45d08af9e1,"Ramee, Joseph Jacques, 1764-1842",Architect,,,,1813,Architectural drawings,"42.8172,-73.9300",,,eng,"On Pearson's List of Plans as: ""Second grand plan of President's House""; Pearson no. 35",President's House,No Copyright - United States,,,,,"Campus planning; Union College (Schenectady, N.Y.); Universities and colleges--New York--Schenectady",,,,,Schenectady - Schenectady County - New York,Architectural drawings (visual works),Photograph
https://arches.union.edu/do/0fa2aea5-9301-4a5e-ac90-e0f2f2e4a5eb,Steward's House Basement Story,0fa2aea5-9301-4a5e-ac90-e0f2f2e4a5eb,"Ramee, Joseph Jacques, 1764-1842",Architect,,,,1813,Architectural drawings,"42.8172,-73.9300",,,eng,"On Pearson's List of Plans as: ""Steward's House. Basement Story""; rooms indicated on drawing: vegetable cellar, pantry (2), kitchen, hall; Pearson no. 37",Steward's House,No Copyright - United States,,,,,"Campus planning; Union College (Schenectady, N.Y.); Universities and colleges--New York--Schenectady",,,,,Schenectady - Schenectady County - New York,Architectural drawings (visual works),Photograph
https://arches.union.edu/do/8cd6174b-451f-4953-aa49-7c4aba42039d,Plan of the First Story of the Central Building,8cd6174b-451f-4953-aa49-7c4aba42039d,"Ramee, Joseph Jacques, 1764-1842",Architect,,"Pearson, Jonathan, 1813-1887",Compiler,1813,Architectural drawings,"42.8172,-73.9300",,,eng,"Plan of first story of Central Building; on Pearson's List of Plans as: ""First Story of the Rectangular Chapel & wings, with the application of each room to its intended purpose ??""; note on drawing in Pearson's hand: ""(Rectangular Chapel?)""; rooms indicated on drawing: vestibule (2), recitation room, society room, library small (2), library large, kitchen, cook room, store, pantry (2), bedroom (2), breakfast room, study, parlor; Pearson no. 38; title assigned by cataloger",Central Building,No Copyright - United States,,,,,"Campus planning; Union College (Schenectady, N.Y.); Universities and colleges--New York--Schenectady",,,,,Schenectady - Schenectady County - New York,Architectural drawings (visual works),Photograph
https://arches.union.edu/do/8bac410f-c117-4b0f-97d2-de71d94a12fa,"Front elevation of the President's House, Pearson no. 43",8bac410f-c117-4b0f-97d2-de71d94a12fa,"Ramee, Joseph Jacques, 1764-1842",Architect,,,,1813,Architectural drawings,"42.8172,-73.9300",,,eng,"On Pearson's List of Plans as: ""Front Elevation of President's House (See 15)""; Pearson no. 43",President's House,No Copyright - United States,,,,,"Campus planning; Union College (Schenectady, N.Y.); Universities and colleges--New York--Schenectady",,,,,Schenectady - Schenectady County - New York,Architectural drawings (visual works),Photograph
https://arches.union.edu/do/0ab677c7-6aaf-4729-a22f-1f9d01e91a83,Second Story of the President's House,0ab677c7-6aaf-4729-a22f-1f9d01e91a83,"Ramee, Joseph Jacques, 1764-1842",Architect,,,,1813,Architectural drawings,"42.8172,-73.9300",,,eng,"On Pearson's List of Plans as: ""Plan of Second story of President's house""; Pearson no. 14",President's House,No Copyright - United States,,,,,"Campus planning; Union College (Schenectady, N.Y.); Universities and colleges--New York--Schenectady",,,,,Schenectady - Schenectady County - New York,Architectural drawings (visual works),Photograph
https://arches.union.edu/do/e75c4459-9637-4976-9e00-8275f47c454b,Sketches of the Campus and Miscellaneous Buildings Detail A,e75c4459-9637-4976-9e00-8275f47c454b,"Ramee, Joseph Jacques, 1764-1842",Architect,,,,1813,Site plans,"42.8172,-73.9300",,,eng,Detail of sketch of front elevation of the Round Building; verso of Pearson no. 22; title assigned by cataloger,Round Building,No Copyright - United States,,,,,"Campus planning; Union College (Schenectady, N.Y.); Universities and colleges--New York--Schenectady",,,,,Schenectady - Schenectady County - New York,Architectural drawings (visual works),Photograph
https://arches.union.edu/do/a91d1d5c-4e4d-4564-ad04-fb7bf4c53554,Small Dimension of the Column/Large Dimension of the Column,a91d1d5c-4e4d-4564-ad04-fb7bf4c53554,"Ramee, Joseph Jacques, 1764-1842",Architect,,,,1813,Structural drawings,"42.8172,-73.9300",,,eng,"On Pearson's List of Plans as: ""Sections of the Columns & Capitals""; Pearson no. 23; ""Chapel"" also noted on piece; possibly either the Central Building or the Round Building; title assigned by cataloger",Central Building; Round Building,No Copyright - United States,,,,,"Campus planning; Union College (Schenectady, N.Y.); Universities and colleges--New York--Schenectady",,,,,Schenectady - Schenectady County - New York,Architectural drawings (visual works),Photograph
https://arches.union.edu/do/4de5c4c6-d464-4cf1-8571-6198c0362214,Dimensions and Profile of the Chapel door under the Peristal,4de5c4c6-d464-4cf1-8571-6198c0362214,"Ramee, Joseph Jacques, 1764-1842",Architect,,,,1813,Structural drawings,"42.8172,-73.9300",,,eng,"Structural drawing for Central Building; On Pearson's List of Plans as: ""Dimensions and profile of the Chapel Door under the Peristal(?); possibly either the Central Building or Round Building; Pearson no. 24",Central Building; Round Building,No Copyright - United States,,,,,"Campus planning; Union College (Schenectady, N.Y.); Universities and colleges--New York--Schenectady",,,,,Schenectady - Schenectady County - New York,Architectural drawings (visual works),Photograph
